RTU_SA_TEMP_mean,RTU_SA_TEMP_std,RTU_SA_TEMP_delta,RTU_SA_TEMP_oscillation,RTU_RA_TEMP_mean,RTU_RA_TEMP_std,RTU_RA_TEMP_delta,RTU_RA_TEMP_oscillation,RTU_OA_TEMP_mean,RTU_OA_TEMP_std,RTU_OA_TEMP_delta,RTU_OA_TEMP_oscillation,RTU_SA_FAN_WATT_mean,RTU_SA_FAN_WATT_std,RTU_SA_FAN_WATT_delta,RTU_SA_FAN_WATT_oscillation,RTU_REFG_COND_PRES_mean,RTU_REFG_COND_PRES_std,RTU_REFG_COND_PRES_delta,RTU_REFG_COND_PRES_oscillation,RTU_REFG_SUCT_PRES_mean,RTU_REFG_SUCT_PRES_std,RTU_REFG_SUCT_PRES_delta,RTU_REFG_SUCT_PRES_oscillation,label
55.809121399999995,6.699224951567387,-2.2675067999999925,8.509571016164378,75.74236441428572,4.538334045478243,-1.2496674999999868,4.89182222067346,54.83301217142857,0.12961242228178796,-0.3599945000000062,2.8701335622534156e-06,77.56644121428572,18.841848566666084,0.0,19.30599500197636,22619643.4,2506319.5800644523,-506690.19999999925,2821082.5694130864,15280649.614285713,1481396.4763220064,-506341.5,1643072.2307515475,0
57.27941820000001,7.65612377940096,-1.575515700000004,10.174704147916922,77.12783312857142,5.188537960032269,0.1376107000000104,5.08521028153538,54.65301368571429,0.1296154466811541,-0.3600004000000041,6.693180607985777e-06,72.03561707142858,18.677752389833103,1.8885744999999972,20.320098585353094,21795264.57142857,2564535.3478033515,197001.6000000015,2906000.87928616,15645585.771428572,1641354.8604689657,-133784.1000000015,1925930.5704792407,0
54.868481942857144,7.615548105105317,-1.0428493000000003,10.053129680301037,75.24094305714286,4.9528110222903505,-0.7356444000000124,5.209278726824033,54.47301295714285,0.1296170668535047,-0.3600052999999974,6.40668921279678e-06,76.75705235714284,18.73336642007188,-5.665722000000002,20.410585596277222,22283664.34285714,2492164.541964337,-544136.5999999978,2857345.306114486,15092687.185714286,1652711.8811138468,-64521.699999999255,1933825.5284511915,0
56.986514728571436,7.5330726382412845,-1.7030731999999986,10.020646912760661,77.11384227142857,5.379599824269221,0.21469329999999331,5.233630796903213,54.29301135714285,0.1296145285174795,-0.3599999999999852,3.2112302975009433e-06,71.63092264285714,17.853674272756216,1.8885745000000043,19.541648153712874,21633082.314285714,2444426.754454135,258422.59999999776,2806819.564419418,15597418.5,1553433.3901026687,-179072.1000000015,1743552.471164203,0
54.80107122857142,7.750352472472375,-0.5440211000000019,9.845670388263276,75.06375107142857,5.136002422230435,-0.46213359999998715,5.295917943379854,54.11623495714286,0.12457400969242753,-0.33742909999999426,0.009216638409186335,75.2731727142857,17.864373362249786,-5.665722000000002,20.049151705652662,22025274.085714284,2398644.45407621,-622981.200000003,2788714.5909931627,15075652.114285713,1573476.9569302737,15043.5,1737871.6442381465,0
56.636638114285724,7.55473601186209,-3.7345392000000004,10.6894358320746,77.12752682857142,5.455080168248768,-0.015090000000000714,5.297144127731125,54.116413099999995,0.1712547520194289,0.341564599999991,0.1311532322601567,71.49602457142856,17.46049785585739,3.7771489999999943,19.723322317678722,21567484.485714287,2351913.3171600965,841724.8000000007,2853992.410757558,15587082.1,1491224.8711804883,-245394.99999999814,1658793.5717485028,0
54.71430037142858,7.9308173889291105,-0.19254719999999992,10.342771338222109,75.00529964285715,5.21213181642065,-0.20740510000000256,5.314121153609179,54.48780431428572,0.44830860248292725,1.1528115999999926,0.06604878071863743,74.46378385714286,18.01113494972437,-5.665721999999988,20.8514324150432,22073178.85714286,2526070.7286677137,-87245.0,2875284.7372451453,15100808.328571428,1534178.471318621,92714.09999999963,1645634.613681347,0
56.13544992857144,7.2688339837362665,-1.1788162,9.991181425674325,77.0999312142857,5.399930879141676,-0.3972719000000069,5.308134763593902,55.06154495714286,0.38889205061169596,1.0987599000000046,0.04741516253413869,72.17051535714286,17.798890000488257,2.8328610000000083,20.14454506909217,21996319.342857145,2363376.375958627,898338.6000000015,2858127.9257405684,15627684.299999999,1535131.023213459,-311028.5999999996,1771059.2515663076,0
54.75008192857143,7.88679505971931,-0.07041060000000243,9.9210831532061,74.92962951428571,5.187874919860041,-0.08127819999999986,5.288080756028182,55.556224300000004,0.32379295034391214,0.9026095000000041,0.0034576403291345604,73.38459864285713,17.60459684011495,-2.8328610000000083,19.904084362419194,22328178.285714287,2486257.2751470483,41784.0,2777244.7174789794,15180763.47142857,1639558.761080623,-7738.5,1749485.0608529965,0
55.771726314285715,6.81139159268548,-1.0474380999999937,9.039173453216412,76.98819664285713,5.260435959409322,-0.6773008999999917,5.30322602818895,56.0195122,0.34353052835484893,0.9562384999999907,0.009134736320970104,73.24970057142858,17.074433300158752,5.665721999999988,19.906324035925643,22507632.14285714,2285341.4594742195,1107105.3999999985,2784614.3827164555,15540435.242857141,1582896.4793547376,-469150.2000000011,1919488.472599801,0
54.57267148571429,7.440662080899051,-0.011178600000000927,8.98114614474668,74.90885638571429,5.144352820885615,0.08505660000000148,5.250816809074293,56.53541752857143,0.3989234830334133,1.1133274999999898,0.024659213013022926,73.24970057142856,17.074433300158752,-5.665721999999988,19.906324035925646,22691279.714285713,2393740.411705354,-99301.0,2709110.8351765703,15178156.714285713,1674310.1008807353,128973.5,1862387.2807154148,0
55.577315128571435,6.821614706069275,-0.7374454000000057,9.101099230038528,76.84360589999999,5.071201789953748,-0.921148500000001,5.275439472893898,57.16209724285714,0.5042868846219942,1.3953075000000013,0.033840576975976054,74.05908942857141,17.419107787326435,5.665722000000002,20.226267660356015,23026333.257142853,2365867.8906770027,1221037.1999999993,2876774.3163480777,15524007.114285717,1748204.3095818663,-500855.5999999996,2250690.295875713,0
54.736619342857146,7.244888570885821,1.6221585000000047,9.053690849492305,74.91667815714287,5.060778630091329,0.2538239999999945,5.187347814898125,57.924181971428574,0.5963138589017243,1.6483834000000144,0.018843567255130738,72.17051535714285,17.247631531233367,-4.7214355000000126,19.81128407085816,23063931.257142853,2497055.699073365,-104879.19999999925,2876143.3340912694,15321653.014285715,1794707.827662694,502729.2000000011,2217790.1959024183,0
55.3845366,6.686348372375713,-0.08751640000000549,9.30575144039162,76.64729508571429,4.841694588664846,-1.1435053999999951,5.208442191721943,58.781555100000006,0.6392018065098503,1.7738088000000118,0.0077515301862262015,74.86847828571429,17.797697252044912,5.665722000000002,20.331796824312242,23723136.02857143,2443311.0989682274,1207420.6000000015,2947327.2788477237,15505772.328571428,1879632.051710321,-463046.80000000075,2502642.7843732373,0
55.142258500000004,6.807449466202713,3.331593699999992,9.472332383501277,74.95915141428573,4.892506304687649,0.5878012999999953,5.084362783828494,59.6753526,0.6490869134076522,1.797253199999986,0.004824651830343992,71.22622821428571,17.46171372027225,-3.7771489999999943,19.52338791042226,23543819.257142853,2564158.122199146,-230876.0,3004345.6311825104,15538308.314285714,1876915.6114846177,1091218.8999999985,2561238.037541893,0
55.35985875714285,6.698521682086577,-0.2765591999999941,9.783914297008872,76.44809017142857,4.595608072001243,-1.1534947000000102,5.0993537498438695,60.558507171428566,0.6232979288620497,1.7301932999999963,0.011036495784211453,75.67786714285714,18.20808629780795,5.665722000000002,20.013540411246577,24450708.457142856,2543563.230059113,1122423.3999999985,2983792.817369369,15499333.785714284,1928138.6531298356,-209631.69999999925,2544885.0351559855,0
55.68335424285714,6.747311858791099,3.643334800000005,10.20505243673754,75.10043284285715,4.677052321283548,0.9165662000000054,4.994644677586725,61.39049318571428,0.575757779717432,1.594517400000008,0.01761560590896813,70.6866355,18.199922546371763,-3.7771490000000014,19.885409751973114,24042801.114285715,2686726.72772448,-318072.59999999776,3096179.161707567,15760660.457142856,1941312.7068877588,1114729.9000000004,2702727.551169229,0
55.38563104285715,6.647362426137734,-0.5579239000000058,9.474847097074013,76.28635857142856,4.419761926124113,-1.1582407999999873,5.072520728461047,62.13280402857144,0.49620032162507977,1.3775481999999997,0.026506638419357777,76.487256,18.648175609571574,2.832860999999994,19.312921761463727,25091779.057142857,2620899.4274419746,755740.1999999993,2914864.596827403,15521103.814285714,2008129.9492809172,-113866.09999999963,2599933.086736103,0
56.13360764285714,6.7774941685087775,2.4784118000000035,9.894447226374766,75.31531205714286,4.49520859073599,1.13447570000001,5.007048995613771,62.79022430000001,0.44808827624375874,1.2600552999999977,0.011229794500596562,70.82153357142856,18.672068292951653,-1.8885745000000043,19.5051101656492,24522552.314285718,2757923.800570143,441.19999999925494,2991094.056360192,15899116.585714286,2071049.4845479187,670631.0999999996,2746799.2203471423,0
55.291935842857136,5.966762810194663,-0.09493369999999857,7.8057114825661715,76.18272527142858,4.352088691114148,-0.8042202000000032,5.041874665895676,63.44308772857143,0.4914303187090274,1.3578772999999913,0.017290180733863052,77.56644121428572,18.216246244340084,0.0,18.2811637835212,25676622.485714287,2501562.3346451223,377339.6000000015,2678770.0184275783,15485099.028571429,1920425.9549999326,3955.699999999255,2381946.4169849195,0
56.58546088571429,6.232839489430104,2.486157800000001,8.359101456997166,75.62367571428571,4.364479131780824,1.023953299999988,4.999160999108008,64.14607605714285,0.5227299416913983,1.4509806000000083,0.0035388022985179558,71.226228,18.454770951382837,-1.88857449999999,18.616271194117648,25001685.02857143,2689615.1628106013,29157.599999997765,2755356.329103024,16022104.42857143,2049740.7179381256,753790.0,2557371.8247652333,0
55.57357175714285,5.951209438844725,-0.019703900000003216,7.611226172492645,76.19099412857142,4.282004993077643,-0.47848140000000683,4.941787997346887,64.9111230857143,0.5724754864645519,1.581856600000009,0.023515786461495606,77.56644121428572,18.216246244340084,0.0,18.2811637835212,26172848.771428574,2519707.5743479305,601253.6000000015,2708579.959587946,15579095.814285712,1959310.2213814568,-3273.4000000003725,2395210.4271367257,0
